PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,TIPO-NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,WIKIDATA_BARRIO,COD-DISTRITO,DISTRITO,WIKIDATA_DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
1909,Centro Sociocultural Maestro Alonso (Salamanca),,"De lunes a jueves, de 9:00 a 14:00 y de 15:00 a 18:00 horas (viernes de 9:00 a 15:30 horas) Verano, de lunes a viernes, de 8:00 a 15:00 horas. San Isidro, de lunes a viernes, de 8:00 a 15:00 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (aforo 150 personas) Salas de ensayo 14 aulas Zona wifi Cafetería,"Metro: Ventas (líneas 2, 5)",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE MAESTRO ALONSO 6,V,28028.0,3.0,Fuente del Berro,https://wikidata.org/entity/Q3814564,4.0,Salamanca,https://wikidata.org/entity/Q1773521,443605.0,4475629.0,40.4293927571053,-3.66484624444356,917 268 800,ccmaestroalonso@tritoma.es,CentrosCulturales
1911,Centro Cultural Julio Cortázar (Moncloa - Aravaca),,"Lunes a jueves, de 9:15 a 14 horas y de 17 a 19 horas. Viernes, de 9:15 a 14 horas.  Verano, de lunes a viernes de 9:15 a 14 horas. Martes y jueves, de 17 a 19 horas. Semana San Isidro, de lunes a jueves de 9:15 a 14 horas y de 17 a 18 horas. Viernes, de 9:15 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones. Sala de lectura y estudio. Salón de actos / auditorio: Aforoo 144 personas 6 aulas. Zona wifi.,Metro: Valdezarza (línea 7) y Antonio Machado (línea 7),,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfc81e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ANTONIO MACHADO 20,V,28035.0,4.0,Valdezarza,https://wikidata.org/entity/Q10388728,9.0,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,438998.0,4479816.0,40.4667841784368,-3.71955986709293,913 734 375,ccjcortazar@madrid.es,CentrosCulturales
1913,Centro Cultural Juan Gris (Moncloa - Aravaca),,"Lunes, martes y jueves, de 9:30 a 13:30 horas. Lunes y martes, de 15:30 a 17:15 horas. Verano, Lunes, martes y jueves de 9.30 a 13.30 horas.  Semana San Isidro: lunes, martes y jueves de 9.30 a 13.30 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",3 aulas. Zona wifi.,Metro: Francos Rodríguez (línea 7).,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79a81e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE FRANCOS RODRIGUEZ 100,V,28039.0,4.0,Valdezarza,https://wikidata.org/entity/Q10388728,9.0,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439610.0,4478821.0,40.4578626612601,-3.71224760697396,914 507 865,ccjuangris@madrid.es,CentrosCulturales
1914,Centro Cultural - Centro Socio Cultural Villa de Barajas,,"De lunes a viernes, de 9 a 14 y de 15 a 17 horas.   En el mes de agosto los dos centros permanecen cerrados.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",3 salas de exposiciones Salón de actos / auditorio (aforo: 103 personas) 11 aulas Zona wifi 2 gimnasios,"Metro: Barajas (línea 8)  Bus: 101, 105, 115",,"Accesible,Señalización podotáctil,Bucle de inducción magnético",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=476c1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE BOTICA 7,V,28042.0,3.0,CASCO H.BARAJAS,,21.0,Barajas,https://wikidata.org/entity/Q807230,450962.0,4480446.0,40.4732488125067,-3.57849086160037,913 291 803,ccvillabarajas@madrid.es,CentrosCulturales
1915,Fernán Gómez Centro Cultural de la Villa,,Consultar en la página del teatro.,"Sala Guirau (aforo 689 personas).  Sala Jardiel Poncela (aforo desde 95 hasta 175 personas, depende de la disposición de la obra que represente).   Sala de exposiciones (2000 m2)  Sala III   Sala Polivalente.","Metro: Colón (línea 4), Serrano (línea 4)  Bus: 14, 150, 27, 45, 5, 21, 37, C03, 53  Bicimad: Estación 93 (calle Goya, 1) / Estación 10 (calle Marqués de la Ensenada, 16)  Renfe: Recoletos  Aparcamiento: Colón (2), Plaza de Colón",,"Accesible,Bucle de inducción magnético",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,PLAZA COLON 4,V,28001.0,1.0,Recoletos,https://wikidata.org/entity/Q3814551,4.0,Salamanca,https://wikidata.org/entity/Q1773521,441472.0,4475155.0,40.4249721516942,-3.68994808509879,"914 362 540 / 913 184 630 / 913 184 631 (Centralita)
913 184 631 (Información programación)",info.tfg@teatrofernangomez.es,Teatros
1916,Centro de Cultura Contemporánea Conde Duque,"El Centro de Cultura Contemporánea Condeduque, de adscripción municipal, se plantea como un espacio de acceso a la cultura contemporánea a través de una programación diversa e innovadora. Un lugar de vida, un centro público para difundir y compartir prácticas artísticas y culturales, abierto a toda la ciudadanía de Madrid.","Centro: lunes a sábado, de 9 a 21 horas. Domingos y festivos, de 10:30 a 14 horas. Lunes, cerrados las salas exposiciones y las taquillas. Cerrado 24, 25 y 31 diciembre y 1 enero.   Exposiciones: martes a sábado, de 10 a 14 y de 17:30 a 21 horas. Domingos y festivos, de 10:30 a 14 hotas.   Taquilla: de 17:30 a 20:30 horas, de martes a viernes. Los fines de semana la taquilla abrirá dos horas antes del inicio de la función.","Sala Polivalente: Esta sala ofrece un uso muy variado con un aforo total de 166 personas.  Sala de Bóvedas: Ubicada en la planta -2 del edificio. Cuenta con un aforo de 191 personas.   Auditorio:  1301,58 m&amp;sup2; y un aforo de 260 plazas (de las cuales dos son para espectadores en silla de ruedas y dos para acompañantes).  Teatro Conde Duque : Espacio escénico, caracterizado por su versatilidad y dotación técnica. Con una escena de 12 por 17 metros de superficie y un peine de 5,99 metros de altura. Aforo 253 localidades (de las cuales hay 4 para personas con minusvalía y sus acompañantes).   Salas de Ensayo : Conde Duque cuenta con dos grandes salas de ensayo (una destinada a propuestas teatrales y otra para danza) como complemento al Teatro.   Salón de Actos: En el Salón de Actos se desarrollan conferencias, seminarios, proyecciones audiovisuales, talleres, encuentros, presentaciones y muchas otras actividades. Se caracteriza por su versatilidad y está ubicado sobre el vestíbulo principal, desde el que tiene acceso directo. Tiene capacidad para 270 personas y sirve de apoyo a toda la programación que se genera desde el centro.  Zona wifi.","Metro: Ventura Rodríguez (línea 3), San Bernardo (líneas 2 y 4), Noviciado (línea 2), Plaza de España (líneas 3 y 10).  Bus: 002, 001, 1, 133, 138, 2, 44, C1, 74m C2, 21, C03.  Bicimad: Estación 13 (calle Conde Duque, 22).","Teléfono de información de actividades culturales: 913 184 450  Teléfono de atención al espectador: 913 184 700 (de martes a domingo, de 10:30 a 14:30 y de 16:30 a 20:30 horas)  Teléfono de taquilla: 649 426 125 (de martes a viernes de 17:30 a 20:30 horas)   Venta de entradas.",Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE CONDE DUQUE 9,V,28015.0,5.0,Universidad,https://wikidata.org/entity/Q10387767,1.0,Centro,https://wikidata.org/entity/Q1763376,439723.0,4475438.0,40.4273991126229,-3.71058928628749,,,MonumentosEdificiosArtisticos
1917,Centro Cultural La Vaguada (Fuencarral - El Pardo),,Centro: De lunes a viernes de 08:00 a 22:00h y sábados de 09:30 a 21:30h. Secretaría: de lunes a jueves de 9 a 14 y de 16 a 19 horas.,Sala de exposiciones Salón de actos / auditorio 7 aulas Zona wifi,"Metro: Barrio del Pilar (línea 9). Bus: 49 , 83 , 128 , 132 , 137",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09691e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA MONFORTE DE LEMOS 38,V,28029.0,4.0,El Pilar,https://wikidata.org/entity/Q3773964,8.0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439894.0,4481167.0,40.4790081320629,-3.70913837770243,915 886 883,cclavaguada@madrid.es,CentrosCulturales
1918,Centro Cultural Lavapiés (Centro),,"De lunes a jueves, de 9 a 14 y de 16 a 18 horas. Viernes, de 9 a 14 horas.   Julio y septiembre, de 9 a 14 horas.   Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (aforo 80 personas) 6 aulas Zona wifi,"Metro: Lavapiés (línea 3).  Bus: M1  Bicimad: Estación 43 (calle Lavapiés, 34-36) / Estación 53 (calle Valencia, 1)",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f891e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE OLIVAR 46,V,28012.0,2.0,Embajadores,https://wikidata.org/entity/Q2449844,1.0,Centro,https://wikidata.org/entity/Q1763376,440474.0,4473465.0,40.4096789893747,-3.7015569791252,915 060 712,cclavapies@madrid.es,CentrosCulturales
1919,Centro Cultural Juan Genovés (Moncloa - Aravaca),,De lunes a viernes de 9 a 15 y de 15:30 a 21:30 horas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,Sala de exposiciones  7 aulas  Auditorio: aforo 300 butacas,Consultar los siguientes enlaces,,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13153d0b5e71c010VgnVCM1000000b205a0aRCRD,TRAVESIA CA&amp;Ntilde;O 5,V,28023.0,7.0,Aravaca,https://wikidata.org/entity/Q3314682,9.0,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,433328.0,4478964.0,40.4586784179134,-3.78634990433133,917 401 596,ccjgenoves@madrid.es,CentrosCulturales
1920,Centro Cultural Puerta de Toledo (Centro),,"De lunes a jueves, de 9 a 14 y de 15 a 17 horas. Viernes, de 9 a 13:30 horas. Jullio y septiembre de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (aforo 100 personas) 5 aulas Zona wifi,"Metro: Puerta de Toledo (línea 5).  Bus: 17, 41, 18, 23, 35, C03, C2, 148, SE712, 3, C1  Bicimad: Estación 45 (Glorieta Puerta de Toledo, 1)  Aparcamiento: Puerta Toledo (64), Glorieta Puerta Toledo con vuelta Capitán Salazar Martínez",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28ea1e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA GRAN VIA DE SAN FRANCISCO 2,V,28005.0,1.0,Palacio,https://wikidata.org/entity/Q2136510,1.0,Centro,https://wikidata.org/entity/Q1763376,439593.0,4473220.0,40.4074106083064,-3.71191688568976,913 662 728,ccptoledo@madrid.es,CentrosCulturales
1921,Centro Cultural Galileo (Chamberí),,"Horario de Secretaría:   Lunes y jueves, de 9 a 14 y de 15:30 a 16:30 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Espacios   Centro cultural y patio Espacio Anexo Teatro Quique San Francisco   Servicios   2 Salas de exposiciones 1 Sala de lectura y estudio 1 Salón de actos / Auditorio (Aforo 175 personas) Aulas Wifi,Metro: Quevedo (línea 2),,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE GALILEO 39,V,28015.0,2.0,Arapiles,https://wikidata.org/entity/Q10856744,7.0,Chamberí,https://wikidata.org/entity/Q1763370,439741.0,4476139.0,40.4337194542835,-3.71044689928417,915 913 901,ccgalileo@madrid.es,CentrosCulturales
1923,Centro Sociocultural Valle Inclán (Fuencarral - El Pardo),,"Centro: de lunes a viernes de 9 a 14 y de 16 a 21 h.  Secretaría Talleres: de lunes a jueves de 9 a 13:30 y de 16:30 a 18:30 h. Viernes de 9 a 13:30 y de 16:30 a 18 h. Sábado, domingo y festivos cerrado.",Sala de exposiciones Salón de actos / auditorio 6 aulas Zona wifi,"Bus: 67 , 132",Teléfono de secretaría 913 230 805,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa1c1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ARZOBISPO MORCILLO 7,V,28029.0,5.0,La Paz,https://wikidata.org/entity/Q5869740,8.0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,441233.0,4481384.0,40.4810678741652,-3.6933504628706,913 230 805,ccvalleinclan@madrid.es,CentrosCulturales
1924,Centro Sociocultural Rafael de León (Fuencarral - El Pardo),,Horario del centro: de lunes a viernes de 9:00 a 14:00 y de 16:00 a 21:00  h  Secretaría Talleres: de lunes a jueves de 9:00 a 13:30 y de 16:00 a 19:30 h  viernes de 9:00 a 13:30 y de 16:00 a 18:00 h.    Domingo y festivos cerrado.,Salón de actos / auditorio 8 aulas Zona wifi,"Metro: Avenida de la Ilustración (línea 7) Bus: 49 , 64 , 67 , 83 , 133",Teléfono de secretaría 917 310 351,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e0b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ISLA DE ONS 14,V,28035.0,3.0,PEÑA GRANDE,,8.0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,438850.0,4481314.0,40.4802561335883,-3.72146867779529,917 310 350,ccrleon@madrid.es,CentrosCulturales
1925,Centro Cultural Casa del Reloj (Arganzuela),,"De lunes a jueves, de 10 a 13 y de 17 a 19 horas.   Viernes, semana de San Isidro y julio de 9 a 14 horas.   Agosto cerrado.    Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",2 Salas de exposiciones Auditorio: (aforo 265 y 492 personas). 14 aulas. Cafetería.,"Metro: Legazpi (líneas 3, 6)",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD,PASEO CHOPERA 6,V,28045.0,3.0,La Chopera,https://wikidata.org/entity/Q3773750,2.0,Arganzuela,https://wikidata.org/entity/Q2000929,440559.0,4471798.0,40.3946675500852,-3.70039676146856,915 886 118 / 915 886 299,crelojarganzuela@madrid.es,CentrosCulturales
1926,Centro Sociocultural García Lorca (Carabanchel),,"De lunes a jueves, de 10 a 13 horas y de 16:30 a 18 horas. Viernes, de 10 a 13 horas.  Julio, de lunes a viernes, de 10 a 13 horas.   Agosto y festivos, cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (aforo 80 personas) 6 aulas 3 gimnasios Zona vending Zona wifi,"Metro: Carabanchel Alto (línea 11)  Bus: 35, 47, 34, 139",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE EUGENIA DE MONTIJO 105,V,28044.0,6.0,Buenavista,https://wikidata.org/entity/Q953929,11.0,Carabanchel,https://wikidata.org/entity/Q1001991,436243.0,4469562.0,40.3742029001021,-3.75103374498486,915 110 370,ccgarcialorca@madrid.es,CentrosCulturales
1927,Centro Sociocultural Blasco Ibáñez (Carabanchel),,"De lunes a jueves, de 10 a 13 y de 16:30 a 18 horas. Viernes, de 10 a 13 horas. Julio, de lunes a viernes, de 10 a 13 horas. Agosto, festivos y fines de semana, cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",6 aulas Zona wifi Zona de vending,Bus: 119,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb453d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE SOLDADO JOSE MARIA REY 44,V,28019.0,3.0,San Isidro,https://wikidata.org/entity/Q3813733,11.0,Carabanchel,https://wikidata.org/entity/Q1001991,437813.0,4471853.0,40.394961025902,-3.73276340251422,914 280 555,ccblascoibanez@madrid.es,CentrosCulturales
1929,Centro Cultural Huerta de la Salud (Hortaleza),,"De lunes a viernes, de 9:30 a 13:30 y de 16:30 a 20:30 horas. Verano y San Isidro, de lunes a viernes de 8 a 15 horas.  Fuera de este horario, el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / Auditorio: aforo completo 114 plazas Zona wifi,Metro: San Lorenzo (línea 4),,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc581e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE MAR DE LAS ANTILLAS 8,V,28033.0,4.0,Pinar del Rey,https://wikidata.org/entity/Q10349788,16.0,Hortaleza,https://wikidata.org/entity/Q1928529,445279.0,4480662.0,40.4748473563434,-3.64554386649855,913 825 309,cultuhortaleza@madrid.es,CentrosCulturales
1930,Centro Cultural Hortaleza,,"De lunes a jueves de 9 a 14 horas y de 17 a 19 horas.Viernes, de 9 a 14 horas. Verano y semana de San Isidro de lunes a viernes de 9:00 a 15:00 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo 124 personas) Salas de ensayo 5 aulas Zona wifi Máquinas vending de café, bebidas y sandwiches",Metro: Parque de Santa María (línea 4),,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86381e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE SANTA VIRGILIA 15,V,28033.0,4.0,Pinar del Rey,https://wikidata.org/entity/Q10349788,16.0,Hortaleza,https://wikidata.org/entity/Q1928529,445577.0,4480880.0,40.4768241077574,-3.6420497457238,913 821 493,cchortaleza@madrid.es,CentrosCulturales
1931,Centro Cultural Federico Chueca (Hortaleza),,"De lunes a viernes, de 9 a 14 y de 17 a 19 horas. Julio y agosto, cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio: aforo completo 114 plazas. 3 aulas Zona wifi,Consultar los siguientes enlaces:,,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=90573d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE BENITA AVILA 23,V,28043.0,3.0,Canillas,https://wikidata.org/entity/Q9694341,16.0,Hortaleza,https://wikidata.org/entity/Q1928529,444844.0,4479629.0,40.4655132650358,-3.65058565203458,913 000 389,ccfchueca@madrid.es,CentrosCulturales
1932,Centro Cultural Nicolás Salmerón (Chamartín),,"Horario de secretaría del centro cultural:  De lunes a viernes, de 9 a 14 y de 16 a 18 horas.  Julio, de lunes a viernes, de 9 a 15 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1 Sala de exposiciones 1 Salón de actos / auditorio (aforo 234 personas)  20 aulas   Zona wifi,"Metro: Concha Espina (línea 9), Prosperidad (línea 4), Cruz del Rayo (línea 9)  Bus: 16, 29, 52",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE MANTUANO 51,V,28002.0,3.0,Ciudad Jardín,https://wikidata.org/entity/Q3773744,5.0,Chamartín,https://wikidata.org/entity/Q1766348,442658.0,4477740.0,40.4483412515079,-3.67619924142035,915 103 751,ccnsalmeron@madrid.es,CentrosCulturales
1933,Centro Cultural Meseta de Orcasitas (Usera),,"De lunes a viernes, 9:30 a 13:30 y de 17 a 20 horas. Julio, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1 Sala de exposiciones 1 Salón de actos / auditorio (aforo 280 personas)  Salas de ensayo   Aulas  Zona wifi,Renfe: Orcasitas (C5),,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbd91e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA ASOCIACION 1,V,28041.0,1.0,Orcasitas,https://wikidata.org/entity/Q3773941,12.0,Usera,https://wikidata.org/entity/Q953368,439882.0,4469031.0,40.3696948821153,-3.70811791663918,913 415 677,ccmesetaorcasitas@madrid.es,CentrosCulturales
1934,Centro Cultural Orcasur (Usera),,"De lunes a jueves, de 10 a 14 y de 16:30 a 19:30 horas. Viernes, de 10 a 14 horas.   Julio, lunes a viernes, de 10 a 14 horas.  Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","1 salón de actos / auditorio. Aforo 255 personas 5 aulas Zona wifi 3 gimnasios, patio interior, espacio acristalado",Renfe: Orcasitas (C5),,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b9a1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA PUEBLO 2,V,28041.0,2.0,Orcasur,https://wikidata.org/entity/Q10341270,12.0,Usera,https://wikidata.org/entity/Q953368,440472.0,4468702.0,40.3667721661484,-3.70113521931168,913 188 090,ccorcasur@madrid.es,CentrosCulturales
1935,Centro Sociocultural San Fermín (Usera),,"De lunes a viernes, de 10 a 14 y de 16 a 19 horas. Julio, de lunes a viernes, de 9 a 16 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",6 Aulas Zona wifi Se utiliza el gimnasio grande para realizar teatro infantil una vez al mes,Metro: San Fermín - Orcasur (línea 3),,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b5b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ESTAFETA 33,V,28041.0,3.0,San Fermín,https://wikidata.org/entity/Q71758,12.0,Usera,https://wikidata.org/entity/Q953368,441247.0,4469238.0,40.3716542949081,-3.6920568976251,917 920 111,ccsanfermin@madrid.es,CentrosCulturales
1936,Centro Sociocultural Alberto Sánchez (Puente de Vallecas),,"Atención al público: lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (Aforo salón de actos: 80 personas / aforo auditorio al aire libre: 200 personas aforo patio interior:150 personas) Salas de ensayo 7 aulas Zona wifi,"Metro: Buenos Aires (línea 1), Portazgo (línea 1).",Consulte normas de acceso a los teatros en información relacionada.,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE RISCO DE PELOCHE 14,V,28038.0,6.0,Numancia,https://wikidata.org/entity/Q10338144,13.0,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444360.0,4471652.0,40.3936190220935,-3.65560168351018,917 570 320,cscalbertosanchez@madrid.es,CentrosCulturales
1937,Centro Sociocultural Talleres de Creatividad (Puente de Vallecas),,"De lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes, de 9 a 14 horas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de lectura y estudio. 7 aulas. Zona wifi.,"Metro: Nueva Numancia, Portazgo (línea 1)",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7ab1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE SIERRA CARBONERA 74,V,28053.0,2.0,San Diego,https://wikidata.org/entity/Q11946851,13.0,Puente de Vallecas,https://wikidata.org/entity/Q2003054,443532.0,4471268.0,40.3901013887024,-3.665323571696,917 570 189 / 917 570 240,ctcepvallecas@madrid.es,CentrosCulturales
1938,Centro Cultural Lope de Vega (Puente de Vallecas),,"Lunes a viernes, de 9 a 13:45 horas y de 17 a 18:45 horas. Verano, de lunes a viernes de 8:30 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Sala de lectura y estudio (Aforo: 41 personas) Salón de actos / auditorio (Aforo: 260 personas) Salas de ensayo 7 Aulas Zona wifi,Cercanías Renfe: Asamblea de Madrid-Entrevías (línea C2).,Consulte normas de acceso a los teatros en información relacionada.,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE CONCEJO DE TEVERGA 1,V,28053.0,1.0,Entrevías,https://wikidata.org/entity/Q71756,13.0,Puente de Vallecas,https://wikidata.org/entity/Q2003054,442974.0,4470850.0,40.386296991431,-3.67185841638796,917 570 580,cclopedevega@madrid.es,CentrosCulturales
1939,Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas),,"De lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (Aforo teatro: 363 personas) Salas de ensayo 11 aulas Cafetería (en el Centro de Mayores el Pozo) Biblioteca Municipal y Centro Municipal de Mayores Zona wifi,Cercanías Renfe: El Pozo (línea C2).,Consulte normas de acceso a los teatros en información relacionada.,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD,AVENIDA GLORIETAS 19,V,28053.0,1.0,Entrevías,https://wikidata.org/entity/Q71756,13.0,Puente de Vallecas,https://wikidata.org/entity/Q2003054,443976.0,4469457.0,40.3738162435888,-3.65993257316709,917 866 644,ccptioraimundo@madrid.es,CentrosCulturales
